id,input_arabic,input_english,prediction_arabic,prediction_english,ground_truth,Level,quadrant
4943,"5. عولجت مريضة تبلغ من العمر 40 سنة لالتهاب مرارة حاد حيث لوحظ وجود مرارة مجسوسة غير ممضه، لم يكن هناك ترفع حروري وكانت المريضة بشكل عام بصحة جيدة، ما هو التشخيص المحتمل؟
A) 1. تقيح مرارة.
B) 2. التهاب مرارة حاد.
C) 3. قيلة مخاطية في المرارة.
D) 4. التهاب طرق صفراوية صاعد
E) 5. خزل معوي بسبب حصاة مرارية.","5. A 40-year-old female patient was treated for acute cholecystitis. A palpable, non-tender gallbladder was noted. There was no fever, and the patient was generally well. What is the likely diagnosis?

A) 1. Pyuria (suppurative cholecystitis).

B) 2. Acute cholecystitis.

C) 3. Myxocalacia (cholecystitis).

D) 4. Ascending cholangitis.

E) 5. Intestinal paresis due to gallstones.",B,C,C,Y3,access_gap
3634,"آلية الجروح النافذة بأداة حادة: (اختر الخطأ) اختر من العمود أ ما يناسبه من العمود ب: أ
A) تخريب مباشر للأنسجة العينية
B) تسبب التهاب باطن العين القيحي
C) التهاب عين ودي في العين المصابة
D) التهاب عين ودي في العين الأخرى (السليمة)","Mechanism of penetrating wounds with a sharp instrument: (Choose the incorrect one) Select from column A the corresponding item from column B: A)
A) Direct damage to ocular tissue
B) Causes purulent endophthalmitis
C) Sympathetic ophthalmitis in the affected eye
D) Sympathetic ophthalmitis in the other (healthy) eye",D,C,C,Y5,access_gap
3784,"يمكن استخدام كل من الصادات التالية في تدبير القرحة الناجمة عن الإصابة بالملتوية البوابية ماعدا :
A) ميترونيدازول.
B) اموكسيسللين.
C) تتراسكلین.
D) كلاريترومايسين.
E) كليندا مايسين.","All of the following antibiotics can be used to manage ulcers caused by Helicobacter pylori infection, except:

A) Metronidazole.

B) Amoxicillin.

C) Tetracycline.

D) Clarithromycin.

E) Clindamycin.",C,E,E,Y3,access_gap
3196,"في النوبات النفسية غير الصرغية يحدث كل ما يلي عدا:
A) يتحول لون الخشص إلي الأحمر
B) الوعي قد يبقي موجود
C) الأجفان مغلقة
D) تنتهي بأقل من 5 دقائق
E) ولا واحدة مما سبق","In non-epileptic psychotic episodes, all of the following occur except:
A) The eyes turn red
B) Consciousness may be retained
C) The eyelids are closed
D) They end in less than 5 minutes
E) None of the above",E,D,D,Y5,access_gap
3351,"كل ما يلي صحيح فيما يتعلق باللايشمانيا ماعدا :
A) يتواجد الطور اللامسوط في الإنسان والحيوانات الفقارية داخل الكريات البيضاء والبالعات
B) عند الصبغ بصبغة غيمزا تتلون النواة بلون أحمر بنفسجي فيما تتلون الهيولي باللون الأزرق الفاتح
C) تعيش هذه الطفيليات وتتكاثر داخل الجهاز الشبكي البطاني
D) يشاهد طليعة الشكل المسوط في العائل الناقل ويدعى بالشكل خارج الخلوي
E) يتواجد الغشاء المتموج في طليعة الشكل المسوط","All of the following are true regarding Leishmania EXCEPT:

A) The amastigote stage is found in humans and other vertebrates within leukocytes and phagocytes.

B) When stained with Giemsa stain, the nucleus stains reddish-purple while the cytoplasm stains light blue.

C) These parasites live and reproduce within the reticuloendothelial system.

D) The proflavosome is seen in the host vector and is called the extracellular form.

E) The undulating membrane is present in the proflavosome.",C,E,E,Y3,access_gap
3757,"كل ما يلي عن الكالسيتونين صحيح عدا
A) من خلاصة الغدة الدرقية لسمك السلمون
B) يستخدم في علاج داء باجيت
C) يستخدم في ترقق العظام
D) ينقص الطرح الكالسيوم في البول
E) ينقص كالسيوم الدم","All of the following about calcitonin are true except:

A) It is derived from the thyroid gland of salmon.
B) It is used to treat Paget's disease.
C) It is used for osteoporosis.
D) It reduces calcium excretion in urine.
E) It reduces blood calcium levels.",C,D,D,Y3,access_gap
4895,"أتى شاب 32 سنة لقسم الطوارئ بقصة إقياء (لكميات كبيرة من الدم الأحمر القاني). ما هي الخطوة الأولى الأهم في تدبير هذا المريض؟
A) القصة السريرية والفحص السريري.
B) تحديد عيار الخضاب.
C) الإنعاش بالسوائل.
D) وضع أنبوب أنفي معدي.
E) إجراء تنظير هضمي علوي إسعافي.","A 32-year-old man presented to the emergency department with a history of vomiting large amounts of bright red blood. What is the most important first step in managing this patient?

A) Medical history and physical examination.

B) Hemoglobin level determination.

C) Fluid resuscitation.

D) Nasogastric tube insertion.

E) Emergency upper endoscopy.",A,C,C,Y4,access_gap
3591,"قد تخفي جرحاً صلبياً:
A) جروح الجسم البلوري.
B) جروح الصلبة.
C) جروح القرنية.
D) جروح الملتحمة.
E) لا شيء مما سبق.","A sclera wound may be concealed by:

A) Crystalloid wounds.

B) Sclera wounds.

C) Corneal wounds.

D) Conjunctival wounds.

E) None of the above.",B,D,D,Y5,access_gap
3228,"يستلم الوريد العضدي الرأسي دماً وريداً مباشرة من التالي ما عدا:
A) 1. الوريد تحت الترقوة
B) 2. الوريد الوداجي الباطن
C) 3. الوريد الوداجي الظاهر
D) 4. الوريد الدرقي السفلي
E) 5. الوريد الصدري الباطن","The brachiocephalic vein receives direct venous blood from all but the following:
A) 1. Subclavian vein
B) 2. Internal jugular vein
C) 3. External jugular vein
D) 4. Inferior thyroid vein
E) 5. Internal thoracic vein",E,C,C,Y3,access_gap
3770,"احد المركبات التالية يمكن ان يشارك مع الكاريسويرودول من اجل احداث تازر دوائي
A) نيكيثاميد
B) سلدينافيل
C) ستركتين
D) فنلزين
E) كل ماسبق خطأ","One of the following compounds may be used in combination with carisoprodol to produce a drug synergistic effect:
A) Nicotine
B) Sildenafil
C) Streptomycin
D) Phenylephrine
E) All of the above are incorrect",B,E,E,Y3,access_gap
3217,"انسداد الشريان المخي الأوسط الأيمن يسبب ما يلي عدا:
A) إهمال نصفي أيسر
B) عمي نصفي متطابق أيسر
C) ميل للتحديق إلي اليمين
D) حبسة كلامية
E) عمه العاهة","Blockage of the right middle cerebral artery causes EXCEPT:
A) Left hemiplegia
B) Left symmetrical hemimenia
C) Right-sided squinting
D) Aphasia
E) Impaired agnosia",E,D,D,Y5,access_gap
3424,"تنجم الشعرة عادة عن ما يلي عدا:
A) التراخوما
B) حروق الملتحمة
C) قرحات القرنية
D) رضوض الأجفان
E) تندبات الملتحمة","Hair loss is usually caused by all but:
A) Trachoma
B) Conjunctival burns
C) Corneal ulcers
D) Eyelid trauma
E) Conjunctival scarring",B,C,C,Y5,access_gap
3547,"في الجحوظ الغازي: (الخاطئة)
A) يحدث نتيجة كسر في الحجاج الانسي
B) يكون الجحوظ في البدء معتدلا
C) يحتاج لعلاج جراحي سريع
D) يزداد الجحوظ الغازي اذا اكثر المريض من اخراج الهواء من الانف
E) انتباج الجفن يعطي جسها شعورا بالفرقعة الثلجية","In gas exophthalmos: (Incorrect)
A) It occurs as a result of a fracture in the medial orbit
B) The exophthalmos is initially mild
C) It requires prompt surgical treatment
D) Gas exophthalmos increases if the patient frequently blows air through the nose
E) The swelling of the eyelid gives a popping sensation to the palpation of the eyelid",A,C,C,Y5,access_gap
4932,"4. أتى شاب 32 سنة لقسم الطوارئ بقصة إقياء (لكميات كبيرة من الدم الأحمر القاني). ما هي الخطوة الأولى الأهم في تدبير هذا المريض؟
A) 1. القصة السريرية والفحص السريري.
B) 2. تحديد عيار الخضاب
C) 3. الإنعاش بالسوائل.
D) 4. وضع أنبوب أنفي معدي.
E) 5. اجراء تنظير هضمي علوي اسعافي.","4. A 32-year-old man presented to the emergency department with a history of vomiting (of large amounts of bright red blood). What is the most important first step in managing this patient?

A) 1. Medical history and physical examination.

B) 2. Hemoglobin level determination.

C) 3. Fluid resuscitation.

D) 4. Nasogastric tube insertion.

E) 5. Emergency upper endoscopy.",A,C,C,Y4,access_gap
3507,"يتميز انسداد القناة الدمعية الأنفية عند الأطفال ب:
A) سببه غالباً انسداد عظمي في القناة الدمعية الأنفية
B) يشاهد عند 1-2% من حديثي الولادة
C) يبقى دون تظاهرات سريرية ويكشف عادة عفوياً بالفحص الروتيني
D) يعالج بالمفاغرة الجراحية بين كيس الدمع والأنف إذا لم يتم الانفتاح العفوي بعد سن الستة أشهر
E) ليس للمعالجة المحافظة دور","Nasolacrimal duct obstruction in children is characterized by:
A) It is often caused by bony obstruction of the nasolacrimal duct
B) It is seen in 1-2% of newborns
C) It often remains asymptomatic and is usually discovered spontaneously during routine examination
D) It is treated by surgical anastomosis between the lacrimal sac and the nose if spontaneous opening does not occur after six months of age
E) Conservative treatment is ineffective",D,B,B,Y5,access_gap
2222,"يبدأ انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز الى
A) المعزز.
B) المطلق القريب .
C) المسكتات .
D) النكليوتيد رقم + 1 .","The transcription of protein-coding genes begins with the binding of the RNA polymerase enzyme to:

A) the enhancer.

B) the proximal release.

C) the silencers.

D) the +1 nucleotide.",B,D,B,Y1,arabic_only
2688,"زمن الطيران هو
A) الزمن الذي تستغرقه الموحة من المنبع حتى الوصول إلى السطح ثم الارتداد عنه حتى الوصول إلى الكاشف
B) الزمن الذي تستغرقه الجسيمات من المنبع حتى الوصول إلى السطح ثم الارتداد عنه حتى الوصول إلى الكاشف
C) الزمن الذي تستغرفه الموحة من المنبع حتى الوصول إلى الكاشف
D) كل ماسبق خاطئ","Flight time is:
A) The time it takes for a wave to travel from the source to the surface and then back to the detector
B) The time it takes for particles to travel from the source to the surface and then back to the detector
C) The time it takes for a wave to travel from the source to the detector
D) All of the above are incorrect",B,A,B,Y1,arabic_only
