id,level,specialty,umbrella_specialty,question_old,question,opa,opb,opc,opd,ope,opf,answer,group,answer_text,
988,Y2,Anatomy,Anatomy,البنية الأكثر علوا في جذر الرئة اليسرى:,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,الشريان الرئوي,الوريد الرئوي العلوي,القصبة اليسرى,الوريد الرئوي السفلي,الوريد الفرد,,A,ABCDE,الشريان الرئوي,
994,Y1,Anatomy,Anatomy,يعبر الشريان السحاني الأوسط عبر :,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,الثقبة البيضية,الثقبة المدورة,الثقبة الشوكية,الثقبة الأبرية الخشائية,,,C,ABCD,الثقبة الشوكية,
995,Y1,Anatomy,Anatomy,جوف هوائي يحوي عظيمات السمع:,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,الأذن الخارجية,الأذن الداخلية,الأذن الوسطى,نفير اوستاش,,,C,ABCD,الأذن الوسطى,
1008,Y2,Histology,Anatomy,وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية :,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,الإحساس بالضغط.,لإحساس بالحرارة.,الإحساس بالألم.,ليس لها دور بالإحساس.,,,C,ABCD,الإحساس بالألم.,
1015,Y2,Histology and Anatomy,Anatomy,ماهي الخلايا التي تخزن فيتامين A في الكبد :,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,الخلايا الكبدية,خلايا إيتو,خلايا كوبفر,الخلايا البطانية,,,B,ABCDE,خلايا إيتو,
1021,Y1,Anatomy,Anatomy,يحمل الشريان الرئوي الدم غير المؤكسج من :,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,البطين الأيسر,الأذينة اليسرى,البطين الأيمن,الأذينة اليمنى,,,C,ABCD,البطين الأيمن,
1022,Y1,Anatomy,Anatomy,العصب القحفي الثاني :,ما هو العصب القحفي الثاني؟,البصري - حاسي,العيني - حاسي,البصري - حسي,العيني - حسي,,,A,ABCD,البصري - حاسي,
1023,Y1,Anatomy,Anatomy,تنتمي الثلمة الاسكية الصغيرة للعظم:,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,الحرقفة,الاسك,العانة,لا شيء مما سبق,,,B,ABCD,الاسك,
1028,Y1,Anatomy,Anatomy,الغضروف المرتبط مع الحلقة الرغامية الأولى:,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,الحلقي,الطرجهالي,الدرقي,القريني,,,A,ABCD,الحلقي,
1035,Y1,Anatomy,Anatomy,المفصل يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,سرجي saddle,كروى ball and socket,لقمي condyloid,صائري pivot,,,A,ABCD,سرجي saddle,
1039,Y1,Anatomy,Anatomy,أكبر أعصاب الجسم هو :,ما هو أكبر أعصاب الجسم؟,مثلث القوائم,الزندي,المبهم,الوركي,,,D,ABCD,الوركي,
1041,Y1,Anatomy,Anatomy,عدد العضلات بين العظمية الأخمصية:,كم عدد العضلات بين العظمية الأخمصية؟,3,4,5,6,,,A,ABCD,3,
1052,Y1,Anatomy,Anatomy,ينتهي الأبهر النازل بمستوى:,أين ينتهي الأبهر النازل؟,C4,T4,L4,L2,,,C,ABCD,L4,
1062,Y1,Anatomy,Anatomy,المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية :,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,النوى القاعدية,القشرة المخية,جذع الدماغ,المادة البيضاء,,,A,ABCD,النوى القاعدية,
1066,Y1,Anatomy,Anatomy,وجه العظم الجبهي الذي ينتمي للقحف العصبي هو الوجه ال:,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الخارجي,الداخلي,الانسي,الوحشي,,,B,ABCD,الداخلي,
1070,Y1,Anatomy,Anatomy,ينفتح الجيب الفكي على :,أين ينفتح الجيب الفكي؟,الصماخ العلوي,الصماخ السفلي,الصماخ المتوسط,كل ما سبق صحيح,,,C,ABCD,الصماخ المتوسط,
1071,Y1,Anatomy,Anatomy,أكبر أقسام المعثلكة:,ما هو أكبر أقسام المعثكلة؟,الرأس,العنق,الجسم,الذيل,,,A,ABCD,الرأس,
1077,Y1,Anatomy,Anatomy,الحجرة الخلفية للعين بين:,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,القزحية في الأمام والعدسة في الخلف,القرنية في الأمام والقزحية في الخلف,العدسة في الأمام والشبكية في الخلف,لا شيء مما سبق,,,A,ABCD,القزحية في الأمام والعدسة في الخلف,
1079,Y1,Anatomy,Anatomy,ترتكز العضلة الشظوية القصيرة على :,أين ترتكز العضلة الشظوية القصيرة؟,قاعدة المشط الخامس,قاعدة المشطى الأول,الاسفيني الوحشي,B+C,,,A,ABCD,قاعدة المشط الخامس,
1083,Y1,Anatomy,Anatomy,منطقة في الحنجرة تشمل الطيتين الصوتيتين والمسافة بينهما:,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,المزمار,مشق المزمار,البطين الحنجري,الحبل الصوتي,,,A,ABCD,المزمار,
1085,Y1,Anatomy,Anatomy,الوهدة تقع في البلعوم:,أين تقع الوهدة في البلعوم؟,الأنفي,الفموي,الحنجري,لا شيء مما سبق,,,B,ABCD,الفموي,
1086,Y1,Anatomy,Anatomy,تتوضع تحت الطية اللسانية الغدة:,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,النكفية,تحت الفك السفلي,اللسان,الثانوية,,,C,ABCD,اللسان,
1102,Y2,Anatomy,Anatomy,ينتقل الحس غير عام (حس الذوق) من الثلث الأمامي للسان عبر: (2014 ثانية),ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,العصب الوجهي.,العصب تحت اللساني.,العصب اللسانى البلعومى.,العصب الفكى السفلي.,العصب الفكى.,,A,ABCDE,العصب الوجهي.,
1106,Y1,Anatomy,Anatomy,يروي المساريقي العلوي:,ماذا يروي المساريقي العلوي؟,الأمعاء الدقيقة,المعدة,المرئ,البريتوان,,,A,ABCD,الأمعاء الدقيقة,
1123,Y1,Anatomy,Anatomy,المنطقة الأعمق من قشر الكظر :,ما هي المنطقة الأعمق من قشر الكظر؟,المنطقة الكبيبية,المنطقة الحزمية,المنطقة الشبكية,كل ما سبق خطأ,,,C,ABCD,المنطقة الشبكية,
1126,Y1,Anatomy,Anatomy,- الثقبة الفقرية كبيرة ومثلثية الشكل في:,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,الفقرة الرقبية,الفقرة الصدرية,الفقرة الصدرية,الفقرة القطنية,,,A,ABCD,الفقرة الرقبية,
1127,Y1,Anatomy,Anatomy,لون قشر الكظر :,ما هو لون قشر الكظر؟,بني غامق,أبيض,مائل للصفرة,رمادي,,,C,ABCD,مائل للصفرة,
1130,Y1,Anatomy,Anatomy,نسيج ضام ليفي يرتكز حول السطوح المفصلية:,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,المحفظة المفصلية,الأربطة,السطوح المفصلية,العضلات,,,A,ABCD,المحفظة المفصلية,
1137,Y1,Anatomy,Anatomy,عدد شدف النخاع الشوكي:,كم عدد شدف النخاع الشوكي؟,31,31 شفعًا,12,15,,,A,ABCD,31,
1151,Y2,Anatomy,Anatomy,يكون التصريف اللمفى للثلث للسان مباشرة الى:,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,القعد التكفيه,العقد تحت الفكيه,العقد اللثويه,العقد الحنكية,العقد الرقبيه العميقه,,E,ABCDE,العقد الرقبيه العميقه,
1153,Y2,Histology,Anatomy,تقوم بإفراز الميلاتونين:,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,الخلايا الكوكبية.,الخلايا الدبقية.,الخاليا الصنوبرية.,a+c,,,C,ABCD,الخاليا الصنوبرية.,
1156,Y1,Anatomy,Anatomy,. الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي هو فرع من الشريان,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,الفكي,السباتي الداخلي,السباتي الخراجي,الصدغي السطحي,,,A,ABCD,الفكي,
1160,Y1,Anatomy,Anatomy,التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص هو تصنيف :,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,وظيفي.,جنيني.,التوضع.,الشكل.,,,A,ABCD,وظيفي.,
1162,Y1,Anatomy,Anatomy,الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي :,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,الشرايين الفصية,الشرايين بين الفصوص,الشرايين المقوسة,الشرايين بين الفصيصات,,,B,ABCD,الشرايين بين الفصوص,
1200,Y4,Anesthesia,Anesthesia,الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد هو,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,بروبوفول,ثيوبنتال,ميثو كيزيتال,دروبيريدول,كيتامين,,E,ABCDE,كيتامين,
1205,Y4,Anesthesia,Anesthesia,يتميز المخدر التالي بالمباشرة والصحو السريعين,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,النايتروس اوكسايد,الهالوثان,الايزوفلوران,السيفوفلوران,الديسفلوران,,E,ABCDE,الديسفلوران,
1211,Y4,Anesthesia,Anesthesia,الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد:,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,بروبوفول,ثيوبنتال,كيتامين,ميثوهيكزيتال,دروبيريدول,,C,ABCDE,كيتامين,
1219,Y4,Anesthesia,Anesthesia,المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق هو,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,السوكسنيل كولين,ألراكوريوم,سيسأتراكوريوم,بانكورونيوم,البيكورونيوم,,A,ABCDE,السوكسنيل كولين,
1222,Y3,Anesthesia,Anesthesia,إن الترياق المناسب للتسمم بالمورفين هو:,ما هو الترياق المناسب للتسمم بالمورفين؟,A. النالوكسون,B. N استيل سيستين,C. فلومازينيل,D. الفحم الفعال,E. ميركابتوبيورين,,A,ABCDE,A. النالوكسون,
